sample_id,tool,file,line,col,rule,severity,message,layer,context,label,notes
61,actionlint,B_iterative_cml-playground_cml-1065.yml,20,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   18:     runs-on: ubuntu-latest\n   19:     steps:\n>  20:       - uses: actions/checkout@v3\n   21:       - name: Test a CML Branch\n   22:         id: cml-setup,TP,deprecated Node runner version
62,actionlint,B_iterative_cml-playground_cml-1065.yml,31,15,action,error,"the runner of ""aws-actions/configure-aws-credentials@v1"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   29:         with:\n   30:           version: latest\n>  31:       - uses: aws-actions/configure-aws-credentials@v1\n   32:         with:\n   33:           role-to-assume: arn:aws:iam::342840881361:role/SandboxUser,TP,deprecated Node runner version
63,actionlint,B_iterative_cml-playground_cml-1065.yml,42,28,runner-label,error,"label ""gpu-a10-test"" is unknown. available labels are ""windows-latest"", ""windows-latest-8-cores"", ""windows-2025"", ""windows-2022"", ""windows-2019"", ""ubuntu-latest"", ""ubuntu-latest-4-cores"", ""ubuntu-latest-8-cores"", ""ubuntu-latest-16-cores"", ""ubuntu-24.04"", ""ubuntu-24.04-arm"", ""ubuntu-22.04"", ""ubuntu-22.04-arm"", ""ubuntu-20.04"", ""macos-latest"", ""macos-latest-xl"", ""macos-latest-xlarge"", ""macos-latest-large"", ""macos-15-xlarge"", ""macos-15-large"", ""macos-15"", ""macos-14-xl"", ""macos-14-xlarge"", ""macos-14-large"", ""macos-14"", ""macos-13-xl"", ""macos-13-xlarge"", ""macos-13-large"", ""macos-13"", ""self-hosted"", ""x64"", ""arm"", ""arm64"", ""linux"", ""macos"", ""windows"". if it is a custom label for self-hosted runner, set list of labels in actionlint.yaml config file",schema,"   40:   test-gpu-a10:\n   41:     needs: [gpu-a10]\n>  42:     runs-on: [self-hosted, gpu-a10-test]\n   43:     environment: test\n   44:     steps:",FP,actionlint lacks self-hosted label config; custom labels are valid
64,actionlint,B_iterative_cml-playground_cml-1065.yml,45,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   43:     environment: test\n   44:     steps:\n>  45:       - uses: actions/checkout@v3\n   46:       - name: CML Version Test\n   47:         run: |,TP,deprecated Node runner version
65,validate-actions,B_iterative_cml-playground_cml-1116.yml,19,8,action-version,warning,Action actions/checkout uses v3 (resolves to v3.6.0) which is major version outdated. Current latest is v6.0.2.,registry,   17:     environment: test\n   18:     runs-on: ubuntu-latest\n>  19:     steps:\n   20:       - uses: actions/checkout@v3\n   21:       - name: Test a CML Branch,TP,outdated / unpinned action
66,validate-actions,B_iterative_cml-playground_cml-1116.yml,27,8,action-version,warning,Action iterative/setup-cml uses v1 (resolves to v1.2.5) which is major version outdated. Current latest is v2.0.1.,registry,   25:           npm install -g canvas@2 vega@5 vega-cli@5 vega-lite@5 github:iterative/cml#${{ inputs.branch || 'master' }}\n   26:       - name: Standard CML setup\n>  27:         if: ${{ steps.cml-setup.outcome != 'success' }}\n   28:         uses: iterative/setup-cml@v1\n   29:         with:,TP,outdated / unpinned action
67,validate-actions,B_iterative_cml-playground_cml-1116.yml,30,8,action-version,warning,Action aws-actions/configure-aws-credentials uses v1 (resolves to v1.7.0) which is major version outdated. Current latest is v6.1.0.,registry,   28:         uses: iterative/setup-cml@v1\n   29:         with:\n>  30:           version: latest\n   31:       - uses: aws-actions/configure-aws-credentials@v1\n   32:         with:,TP,outdated / unpinned action
68,validate-actions,B_iterative_cml-playground_cml-1116.yml,47,8,action-version,warning,Action actions/checkout uses v3 (resolves to v3.6.0) which is major version outdated. Current latest is v6.0.2.,registry,"   45:     runs-on: [self-hosted, private-key-test]\n   46:     environment: test\n>  47:     steps:\n   48:       - uses: actions/checkout@v3\n   49:       - name: CML Version Test",TP,outdated / unpinned action
69,validate-actions,B_iterative_cml-playground_cml-1116.yml,56,8,action-version,warning,Action actions/checkout uses v3 (resolves to v3.6.0) which is major version outdated. Current latest is v6.0.2.,registry,   54:     environment: test\n   55:     runs-on: ubuntu-latest\n>  56:     steps:\n   57:       - uses: actions/checkout@v3\n   58:       - name: Test a CML Branch,TP,outdated / unpinned action
70,validate-actions,B_iterative_cml-playground_cml-1116.yml,64,8,action-version,warning,Action iterative/setup-cml uses v1 (resolves to v1.2.5) which is major version outdated. Current latest is v2.0.1.,registry,   62:           npm install -g canvas@2 vega@5 vega-cli@5 vega-lite@5 github:iterative/cml#${{ inputs.branch || 'master' }}\n   63:       - name: Standard CML setup\n>  64:         if: ${{ steps.cml-setup.outcome != 'success' }}\n   65:         uses: iterative/setup-cml@v1\n   66:         with:,TP,outdated / unpinned action
71,validate-actions,B_iterative_cml-playground_cml-1116.yml,67,8,action-version,warning,Action aws-actions/configure-aws-credentials uses v1 (resolves to v1.7.0) which is major version outdated. Current latest is v6.1.0.,registry,   65:         uses: iterative/setup-cml@v1\n   66:         with:\n>  67:           version: latest\n   68:       - uses: aws-actions/configure-aws-credentials@v1\n   69:         with:,TP,outdated / unpinned action
72,validate-actions,B_iterative_cml-playground_cml-1116.yml,84,8,action-version,warning,Action actions/checkout uses v3 (resolves to v3.6.0) which is major version outdated. Current latest is v6.0.2.,registry,"   82:     runs-on: [self-hosted, private-key_852-test]\n   83:     environment: test\n>  84:     steps:\n   85:       - uses: actions/checkout@v3\n   86:       - name: CML Version Test",TP,outdated / unpinned action
73,actionlint,B_iterative_cml-playground_cml-1116.yml,20,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   18:     runs-on: ubuntu-latest\n   19:     steps:\n>  20:       - uses: actions/checkout@v3\n   21:       - name: Test a CML Branch\n   22:         id: cml-setup,TP,deprecated Node runner version
74,actionlint,B_iterative_cml-playground_cml-1116.yml,31,15,action,error,"the runner of ""aws-actions/configure-aws-credentials@v1"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   29:         with:\n   30:           version: latest\n>  31:       - uses: aws-actions/configure-aws-credentials@v1\n   32:         with:\n   33:           role-to-assume: arn:aws:iam::342840881361:role/SandboxUser,TP,deprecated Node runner version
75,actionlint,B_iterative_cml-playground_cml-1116.yml,45,28,runner-label,error,"label ""private-key-test"" is unknown. available labels are ""windows-latest"", ""windows-latest-8-cores"", ""windows-2025"", ""windows-2022"", ""windows-2019"", ""ubuntu-latest"", ""ubuntu-latest-4-cores"", ""ubuntu-latest-8-cores"", ""ubuntu-latest-16-cores"", ""ubuntu-24.04"", ""ubuntu-24.04-arm"", ""ubuntu-22.04"", ""ubuntu-22.04-arm"", ""ubuntu-20.04"", ""macos-latest"", ""macos-latest-xl"", ""macos-latest-xlarge"", ""macos-latest-large"", ""macos-15-xlarge"", ""macos-15-large"", ""macos-15"", ""macos-14-xl"", ""macos-14-xlarge"", ""macos-14-large"", ""macos-14"", ""macos-13-xl"", ""macos-13-xlarge"", ""macos-13-large"", ""macos-13"", ""self-hosted"", ""x64"", ""arm"", ""arm64"", ""linux"", ""macos"", ""windows"". if it is a custom label for self-hosted runner, set list of labels in actionlint.yaml config file",schema,"   43:   test-private-key:\n   44:     needs: [private-key]\n>  45:     runs-on: [self-hosted, private-key-test]\n   46:     environment: test\n   47:     steps:",FP,actionlint lacks self-hosted label config; custom labels are valid
76,actionlint,B_iterative_cml-playground_cml-1116.yml,48,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   46:     environment: test\n   47:     steps:\n>  48:       - uses: actions/checkout@v3\n   49:       - name: CML Version Test\n   50:         run: |,TP,deprecated Node runner version
77,actionlint,B_iterative_cml-playground_cml-1116.yml,57,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   55:     runs-on: ubuntu-latest\n   56:     steps:\n>  57:       - uses: actions/checkout@v3\n   58:       - name: Test a CML Branch\n   59:         id: cml-setup,TP,deprecated Node runner version
78,actionlint,B_iterative_cml-playground_cml-1116.yml,68,15,action,error,"the runner of ""aws-actions/configure-aws-credentials@v1"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   66:         with:\n   67:           version: latest\n>  68:       - uses: aws-actions/configure-aws-credentials@v1\n   69:         with:\n   70:           role-to-assume: arn:aws:iam::342840881361:role/SandboxUser,TP,deprecated Node runner version
79,actionlint,B_iterative_cml-playground_cml-1116.yml,82,28,runner-label,error,"label ""private-key_852-test"" is unknown. available labels are ""windows-latest"", ""windows-latest-8-cores"", ""windows-2025"", ""windows-2022"", ""windows-2019"", ""ubuntu-latest"", ""ubuntu-latest-4-cores"", ""ubuntu-latest-8-cores"", ""ubuntu-latest-16-cores"", ""ubuntu-24.04"", ""ubuntu-24.04-arm"", ""ubuntu-22.04"", ""ubuntu-22.04-arm"", ""ubuntu-20.04"", ""macos-latest"", ""macos-latest-xl"", ""macos-latest-xlarge"", ""macos-latest-large"", ""macos-15-xlarge"", ""macos-15-large"", ""macos-15"", ""macos-14-xl"", ""macos-14-xlarge"", ""macos-14-large"", ""macos-14"", ""macos-13-xl"", ""macos-13-xlarge"", ""macos-13-large"", ""macos-13"", ""self-hosted"", ""x64"", ""arm"", ""arm64"", ""linux"", ""macos"", ""windows"". if it is a custom label for self-hosted runner, set list of labels in actionlint.yaml config file",schema,"   80:   test-private-key_852:\n   81:     needs: [private-key_852]\n>  82:     runs-on: [self-hosted, private-key_852-test]\n   83:     environment: test\n   84:     steps:",FP,actionlint lacks self-hosted label config; custom labels are valid
80,actionlint,B_iterative_cml-playground_cml-1116.yml,85,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   83:     environment: test\n   84:     steps:\n>  85:       - uses: actions/checkout@v3\n   86:       - name: CML Version Test\n   87:         run: |,TP,deprecated Node runner version
81,validate-actions,B_iterative_cml-playground_cml-1233.yml,7,8,action-version,warning,Action actions/checkout uses v3 (resolves to v3.6.0) which is major version outdated. Current latest is v6.0.2.,registry,    5:   unshallow:\n    6:     runs-on: ubuntu-latest\n>   7:     steps:\n    8:       - uses: actions/checkout@v3\n    9:         with:,TP,outdated / unpinned action
82,validate-actions,B_iterative_cml-playground_cml-1233.yml,27,8,action-version,warning,Action actions/checkout uses v3 (resolves to v3.6.0) which is major version outdated. Current latest is v6.0.2.,registry,   25:   test:\n   26:     runs-on: ubuntu-latest\n>  27:     steps:\n   28:       - uses: actions/checkout@v3\n   29:         with:,TP,outdated / unpinned action
83,validate-actions,B_iterative_cml-playground_cml-1233.yml,47,8,action-version,warning,Action actions/checkout uses v3 (resolves to v3.6.0) which is major version outdated. Current latest is v6.0.2.,registry,   45:   mid-test:\n   46:     runs-on: ubuntu-latest\n>  47:     steps:\n   48:       - uses: actions/checkout@v3\n   49:         with:,TP,outdated / unpinned action
84,validate-actions,B_iterative_cml-playground_cml-1233.yml,68,8,action-version,warning,Action actions/checkout uses v3 (resolves to v3.6.0) which is major version outdated. Current latest is v6.0.2.,registry,   66:   neg-test:\n   67:     runs-on: ubuntu-latest\n>  68:     steps:\n   69:       - uses: actions/checkout@v3\n   70:         with:,TP,outdated / unpinned action
85,validate-actions,B_iterative_cml-playground_cml-1233.yml,88,8,action-version,warning,Action actions/checkout uses v3 (resolves to v3.6.0) which is major version outdated. Current latest is v6.0.2.,registry,   86:   neg-test-2:\n   87:     runs-on: ubuntu-latest\n>  88:     steps:\n   89:       - uses: actions/checkout@v3\n   90:         with:,TP,outdated / unpinned action
86,actionlint,B_iterative_cml-playground_cml-1233.yml,8,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,    6:     runs-on: ubuntu-latest\n    7:     steps:\n>   8:       - uses: actions/checkout@v3\n    9:         with:\n   10:           ref: main,TP,deprecated Node runner version
